t,a,veh_id,pos_x,pos_y,v,Df,Veh(f),Trv,Tvr
89.1000,-0.0006,f_0.19,-20.0036,-1.6000,0.0006,15.8036,0,,
89.1000,-0.0043,f_0.20,-27.5088,-1.6000,0.0045,23.3088,0,,
89.1000,-0.0279,f_0.21,-35.0302,-1.6000,0.0212,30.8302,0,,
89.1000,-0.0620,f_0.22,-42.6043,-1.6000,0.0767,38.4043,0,,
89.1000,-0.1404,f_0.23,-50.3172,-1.6000,0.2255,46.1172,0,,
89.1000,-0.4453,f_0.24,-58.3251,-1.6000,0.5088,54.1251,0,,
89.2000,-0.4388,f_0.15,192.6894,-1.6000,12.7715,-196.8894,0,72.0000,48.2000
89.2000,0.5430,f_0.16,166.8989,-1.6000,12.1499,-171.0989,0,73.5000,50.8000
89.2000,0.0000,f_0.17,-5.0010,-1.6000,0.0000,0.8010,1,74.9000,53.5000
89.2000,-0.0000,f_0.18,-12.5020,-1.6000,0.0000,8.3020,0,,
89.2000,-0.0007,f_0.19,-20.0036,-1.6000,0.0005,15.8036,0,,
89.2000,-0.0052,f_0.20,-27.5084,-1.6000,0.0040,23.3084,0,,
89.2000,-0.0152,f_0.21,-35.0283,-1.6000,0.0197,30.8283,0,,
89.2000,-0.0515,f_0.22,-42.5971,-1.6000,0.0716,38.3971,0,,
89.2000,-0.1444,f_0.23,-50.2961,-1.6000,0.2110,46.0961,0,,
89.2000,-0.2080,f_0.24,-58.2763,-1.6000,0.4880,54.0763,0,,
89.3000,0.7347,f_0.15,193.9739,-1.6000,12.8450,-198.1739,0,72.0000,48.2000
89.3000,-0.7815,f_0.16,168.1061,-1.6000,12.0718,-172.3061,0,73.5000,50.8000
89.3000,0.0000,f_0.17,-5.0010,-1.6000,0.0000,0.8010,1,74.9000,53.5000
89.3000,-0.0000,f_0.18,-12.5020,-1.6000,0.0000,8.3020,0,,
89.3000,-0.0005,f_0.19,-20.0035,-1.6000,0.0005,15.8035,0,,
89.3000,-0.0029,f_0.20,-27.5080,-1.6000,0.0037,23.3080,0,,
89.3000,-0.0097,f_0.21,-35.0264,-1.6000,0.0187,30.8264,0,,
89.3000,-0.0516,f_0.22,-42.5905,-1.6000,0.0664,38.3905,0,,
89.3000,-0.2090,f_0.23,-50.2771,-1.6000,0.1901,46.0771,0,,
89.3000,-0.3351,f_0.24,-58.2309,-1.6000,0.4545,54.0309,0,,
89.4000,-0.8180,f_0.15,195.2502,-1.6000,12.7632,-199.4502,0,72.0000,48.2000
89.4000,1.1967,f_0.16,169.3252,-1.6000,12.1914,-173.5252,0,73.5000,50.8000
89.4000,0.0000,f_0.17,-5.0010,-1.6000,0.0000,0.8010,1,74.9000,53.5000
89.4000,-0.0000,f_0.18,-12.5020,-1.6000,0.0000,8.3020,0,,
89.4000,-0.0003,f_0.19,-20.0035,-1.6000,0.0005,15.8035,0,,
89.4000,-0.0029,f_0.20,-27.5077,-1.6000,0.0034,23.3077,0,,
89.4000,-0.0183,f_0.21,-35.0247,-1.6000,0.0168,30.8247,0,,
89.4000,-0.0642,f_0.22,-42.5845,-1.6000,0.0600,38.3845,0,,
89.4000,-0.1086,f_0.23,-50.2592,-1.6000,0.1793,46.0592,0,,
89.4000,-0.1319,f_0.24,-58.1867,-1.6000,0.4413,53.9867,0,,
89.5000,0.3729,f_0.15,196.5303,-1.6000,12.8005,-200.7303,0,72.0000,48.2000
89.5000,-0.2189,f_0.16,170.5422,-1.6000,12.1696,-174.7422,0,73.5000,50.8000
89.5000,0.0000,f_0.17,-5.0010,-1.6000,0.0000,0.8010,1,74.9000,53.5000
89.5000,-0.0000,f_0.18,-12.5020,-1.6000,0.0000,8.3020,0,,
89.5000,-0.0005,f_0.19,-20.0034,-1.6000,0.0004,15.8034,0,,
89.5000,-0.0027,f_0.20,-27.5074,-1.6000,0.0031,23.3074,0,,
89.5000,-0.0108,f_0.21,-35.0231,-1.6000,0.0158,30.8231,0,,
89.5000,-0.0171,f_0.22,-42.5786,-1.6000,0.0583,38.3786,0,,
89.5000,-0.1120,f_0.23,-50.2424,-1.6000,0.1681,46.0424,0,,
89.5000,-0.2005,f_0.24,-58.1446,-1.6000,0.4212,53.9446,0,,
89.6000,-0.1486,f_0.15,197.8088,-1.6000,12.7856,-202.0088,0,72.0000,48.2000
89.6000,-0.7427,f_0.16,171.7517,-1.6000,12.0953,-175.9517,0,73.5000,50.8000
89.6000,0.0000,f_0.17,-5.0010,-1.6000,0.0000,0.8010,1,74.9000,53.5000
89.6000,-0.0000,f_0.18,-12.5020,-1.6000,0.0000,8.3020,0,,
89.6000,-0.0005,f_0.19,-20.0034,-1.6000,0.0004,15.8034,0,,
89.6000,-0.0022,f_0.20,-27.5071,-1.6000,0.0029,23.3071,0,,
89.6000,-0.0147,f_0.21,-35.0217,-1.6000,0.0143,30.8217,0,,
89.6000,-0.0601,f_0.22,-42.5734,-1.6000,0.0523,38.3734,0,,
89.6000,-0.0727,f_0.23,-50.2263,-1.6000,0.1608,46.0263,0,,
89.6000,-0.3944,f_0.24,-58.1064,-1.6000,0.3818,53.9064,0,,
89.7000,0.7668,f_0.15,199.0951,-1.6000,12.8623,-203.2951,0,72.0000,48.2000
89.7000,0.6626,f_0.16,172.9679,-1.6000,12.1615,-177.1679,0,73.5000,50.8000
89.7000,0.0000,f_0.17,-5.0010,-1.6000,0.0000,0.8010,1,74.9000,53.5000
89.7000,-0.0000,f_0.18,-12.5020,-1.6000,0.0000,8.3020,0,,
89.7000,-0.0003,f_0.19,-20.0033,-1.6000,0.0004,15.8033,0,,
89.7000,-0.0025,f_0.20,-27.5068,-1.6000,0.0027,23.3068,0,,
89.7000,-0.0112,f_0.21,-35.0204,-1.6000,0.0132,30.8204,0,,
89.7000,-0.0206,f_0.22,-42.5684,-1.6000,0.0502,38.3684,0,,
89.7000,-0.1184,f_0.23,-50.2114,-1.6000,0.1489,46.0114,0,,
89.7000,-0.1550,f_0.24,-58.0698,-1.6000,0.3663,53.8698,0,,
89.8000,-0.6424,f_0.16,174.1776,-1.6000,12.0973,-178.3776,0,73.5000,50.8000
89.8000,0.0000,f_0.17,-5.0010,-1.6000,0.0000,0.8010,1,74.9000,53.5000
89.8000,-0.0000,f_0.18,-12.5020,-1.6000,0.0000,8.3020,0,,
89.8000,-0.0003,f_0.19,-20.0033,-1.6000,0.0003,15.8033,0,,
89.8000,-0.0028,f_0.20,-27.5066,-1.6000,0.0024,23.3066,0,,
89.8000,-0.0060,f_0.21,-35.0191,-1.6000,0.0126,30.8191,0,,
89.8000,-0.0447,f_0.22,-42.5638,-1.6000,0.0458,38.3638,0,,
89.8000,-0.0896,f_0.23,-50.1974,-1.6000,0.1400,45.9974,0,,
89.8000,-0.1414,f_0.24,-58.0346,-1.6000,0.3522,53.8346,0,,
89.9000,0.0661,f_0.16,175.3880,-1.6000,12.1039,-179.5880,0,73.5000,50.8000
89.9000,0.0000,f_0.17,-5.0010,-1.6000,0.0000,0.8010,1,74.9000,53.5000
89.9000,-0.0000,f_0.18,-12.5020,-1.6000,0.0000,8.3020,0,,
89.9000,-0.0003,f_0.19,-20.0033,-1.6000,0.0003,15.8033,0,,
89.9000,-0.0019,f_0.20,-27.5064,-1.6000,0.0022,23.3064,0,,
89.9000,-0.0139,f_0.21,-35.0180,-1.6000,0.0112,30.8180,0,,
89.9000,-0.0369,f_0.22,-42.5596,-1.6000,0.0421,38.3596,0,,
89.9000,-0.1069,f_0.23,-50.1845,-1.6000,0.1293,45.9845,0,,
89.9000,-0.2497,f_0.24,-58.0019,-1.6000,0.3272,53.8019,0,,
90.0000,-0.2110,f_0.16,176.5963,-1.6000,12.0828,-180.7963,0,73.5000,50.8000
90.0000,0.0000,f_0.17,-5.0010,-1.6000,0.0000,0.8010,1,74.9000,53.5000
90.0000,-0.0000,f_0.18,-12.5020,-1.6000,0.0000,8.3020,0,,
90.0000,-0.0003,f_0.19,-20.0033,-1.6000,0.0003,15.8033,0,,
90.0000,-0.0017,f_0.20,-27.5062,-1.6000,0.0020,23.3062,0,,
90.0000,-0.0088,f_0.21,-35.0170,-1.6000,0.0103,30.8170,0,,
90.0000,-0.0345,f_0.22,-42.5557,-1.6000,0.0386,38.3557,0,,
90.0000,-0.0836,f_0.23,-50.1724,-1.6000,0.1209,45.9724,0,,
90.0000,-0.2415,f_0.24,-57.9716,-1.6000,0.3030,53.7716,0,,
90.1000,0.7385,f_0.16,177.8119,-1.6000,12.1567,-182.0119,0,73.5000,50.8000
90.1000,0.0000,f_0.17,-5.0010,-1.6000,0.0000,0.8010,1,74.9000,53.5000
90.1000,-0.0000,f_0.18,-12.5020,-1.6000,0.0000,8.3020,0,,
90.1000,-0.0002,f_0.19,-20.0032,-1.6000,0.0002,15.8032,0,,
90.1000,-0.0020,f_0.20,-27.5060,-1.6000,0.0018,23.3060,0,,
90.1000,-0.0088,f_0.21,-35.0160,-1.6000,0.0094,30.8160,0,,
90.1000,-0.0165,f_0.22,-42.5520,-1.6000,0.0370,38.3520,0,,
90.1000,-0.0912,f_0.23,-50.1612,-1.6000,0.1118,45.9612,0,,
90.1000,-0.1809,f_0.24,-57.9431,-1.6000,0.2849,53.7431,0,,
90.2000,-0.6223,f_0.16,179.0214,-1.6000,12.0944,-183.2214,0,73.5000,50.8000
90.2000,0.0000,f_0.17,-5.0010,-1.6000,0.0000,0.8010,1,74.9000,53.5000
90.2000,-0.0000,f_0.18,-12.5020,-1.6000,0.0000,8.3020,0,,
90.2000,-0.0002,f_0.19,-20.0032,-1.6000,0.0002,15.8032,0,,
90.2000,-0.0009,f_0.20,-27.5058,-1.6000,0.0017,23.3058,0,,
90.2000,-0.0042,f_0.21,-35.0151,-1.6000,0.0090,30.8151,0,,
90.2000,-0.0354,f_0.22,-42.5487,-1.6000,0.0334,38.3487,0,,
90.2000,-0.0603,f_0.23,-50.1507,-1.6000,0.1058,45.9507,0,,
90.2000,-0.1141,f_0.24,-57.9157,-1.6000,0.2735,53.7157,0,,
90.3000,-0.0664,f_0.16,180.2302,-1.6000,12.0878,-184.4302,0,73.5000,50.8000
90.3000,0.0000,f_0.17,-5.0010,-1.6000,0.0000,0.8010,1,74.9000,53.5000
90.3000,-0.0000,f_0.18,-12.5020,-1.6000,0.0000,8.3020,0,,
90.3000,-0.0003,f_0.19,-20.0032,-1.6000,0.0002,15.8032,0,,
90.3000,-0.0019,f_0.20,-27.5057,-1.6000,0.0015,23.3057,0,,
90.3000,-0.0105,f_0.21,-35.0144,-1.6000,0.0079,30.8144,0,,
90.3000,-0.0152,f_0.22,-42.5455,-1.6000,0.0319,38.3455,0,,
90.3000,-0.0964,f_0.23,-50.1410,-1.6000,0.0961,45.9410,0,,
90.3000,-0.1997,f_0.24,-57.8904,-1.6000,0.2536,53.6904,0,,
90.4000,0.3690,f_0.16,181.4426,-1.6000,12.1247,-185.6426,0,73.5000,50.8000
90.4000,0.0000,f_0.17,-5.0010,-1.6000,0.0000,0.8010,1,74.9000,53.5000
90.4000,-0.0000,f_0.18,-12.5020,-1.6000,0.0000,8.3020,0,,
90.4000,-0.0001,f_0.19,-20.0032,-1.6000,0.0002,15.8032,0,,
90.4000,-0.0012,f_0.20,-27.5055,-1.6000,0.0014,23.3055,0,,
90.4000,-0.0031,f_0.21,-35.0136,-1.6000,0.0076,30.8136,0,,
90.4000,-0.0210,f_0.22,-42.5425,-1.6000,0.0298,38.3425,0,,
90.4000,-0.0532,f_0.23,-50.1320,-1.6000,0.0908,45.9320,0,,
90.4000,-0.1439,f_0.24,-57.8665,-1.6000,0.2392,53.6665,0,,
90.5000,-0.2783,f_0.16,182.6523,-1.6000,12.0969,-186.8523,0,73.5000,50.8000
90.5000,0.0000,f_0.17,-5.0010,-1.6000,0.0000,0.8010,1,74.9000,53.5000
90.5000,-0.0000,f_0.18,-12.5020,-1.6000,0.0000,8.3020,0,,
90.5000,-0.0002,f_0.19,-20.0032,-1.6000,0.0002,15.8032,0,,
90.5000,-0.0015,f_0.20,-27.5054,-1.6000,0.0013,23.3054,0,,
90.5000,-0.0091,f_0.21,-35.0129,-1.6000,0.0067,30.8129,0,,
90.5000,-0.0262,f_0.22,-42.5398,-1.6000,0.0272,38.3398,0,,
90.5000,-0.0257,f_0.23,-50.1231,-1.6000,0.0883,45.9231,0,,
90.5000,-0.1032,f_0.24,-57.8436,-1.6000,0.2289,53.6436,0,,
90.6000,0.9827,f_0.16,183.8718,-1.6000,12.1951,-188.0718,0,73.5000,50.8000
90.6000,0.0000,f_0.17,-5.0010,-1.6000,0.0000,0.8010,1,74.9000,53.5000
90.6000,-0.0001,f_0.18,-12.5020,-1.6000,0.0000,8.3020,0,,
90.6000,-0.0001,f_0.19,-20.0031,-1.6000,0.0001,15.8031,0,,
90.6000,-0.0005,f_0.20,-27.5053,-1.6000,0.0012,23.3053,0,,
90.6000,-0.0028,f_0.21,-35.0123,-1.6000,0.0065,30.8123,0,,
90.6000,-0.0223,f_0.22,-42.5373,-1.6000,0.0250,38.3373,0,,
90.6000,-0.0601,f_0.23,-50.1149,-1.6000,0.0822,45.9149,0,,
90.6000,-0.1756,f_0.24,-57.8224,-1.6000,0.2113,53.6224,0,,
90.7000,-1.0277,f_0.16,185.0811,-1.6000,12.0924,-189.2811,0,73.5000,50.8000
90.7000,0.0000,f_0.17,-5.0010,-1.6000,0.0000,0.8010,1,74.9000,53.5000
90.7000,0.0000,f_0.18,-12.5020,-1.6000,0.0000,8.3020,0,,
90.7000,-0.0002,f_0.19,-20.0031,-1.6000,0.0001,15.8031,0,,
90.7000,-0.0014,f_0.20,-27.5052,-1.6000,0.0011,23.3052,0,,
90.7000,-0.0068,f_0.21,-35.0117,-1.6000,0.0058,30.8117,0,,
90.7000,-0.0146,f_0.22,-42.5350,-1.6000,0.0235,38.3350,0,,
90.7000,-0.0772,f_0.23,-50.1075,-1.6000,0.0745,45.9075,0,,
90.7000,-0.0736,f_0.24,-57.8020,-1.6000,0.2039,53.6020,0,,
90.8000,0.1354,f_0.16,186.2917,-1.6000,12.1059,-190.4917,0,73.5000,50.8000
90.8000,0.0000,f_0.17,-5.0010,-1.6000,0.0000,0.8010,1,74.9000,53.5000
90.8000,0.0000,f_0.18,-12.5020,-1.6000,0.0000,8.3020,0,,
90.8000,-0.0001,f_0.19,-20.0031,-1.6000,0.0001,15.8031,0,,
90.8000,-0.0009,f_0.20,-27.5051,-1.6000,0.0010,23.3051,0,,
90.8000,-0.0050,f_0.21,-35.0112,-1.6000,0.0053,30.8112,0,,
90.8000,-0.0166,f_0.22,-42.5328,-1.6000,0.0218,38.3328,0,,
90.8000,-0.0499,f_0.23,-50.1005,-1.6000,0.0695,45.9005,0,,
90.8000,-0.1358,f_0.24,-57.7830,-1.6000,0.1904,53.5830,0,,
90.9000,0.9314,f_0.16,187.5116,-1.6000,12.1990,-191.7116,0,73.5000,50.8000
90.9000,0.0000,f_0.17,-5.0010,-1.6000,0.0000,0.8010,1,74.9000,53.5000
90.9000,0.0000,f_0.18,-12.5020,-1.6000,0.0000,8.3020,0,,
90.9000,-0.0001,f_0.19,-20.0031,-1.6000,0.0001,15.8031,0,,
90.9000,-0.0006,f_0.20,-27.5050,-1.6000,0.0009,23.3050,0,,
90.9000,-0.0022,f_0.21,-35.0107,-1.6000,0.0051,30.8107,0,,
90.9000,-0.0221,f_0.22,-42.5308,-1.6000,0.0196,38.3308,0,,
90.9000,-0.0546,f_0.23,-50.0941,-1.6000,0.0641,45.8941,0,,
90.9000,-0.1204,f_0.24,-57.7652,-1.6000,0.1783,53.5652,0,,
91.0000,-0.9067,f_0.16,188.7224,-1.6000,12.1084,-192.9224,0,73.5000,50.8000
91.0000,0.0000,f_0.17,-5.0010,-1.6000,0.0000,0.8010,1,74.9000,53.5000
91.0000,0.0000,f_0.18,-12.5020,-1.6000,0.0000,8.3020,0,,
91.0000,-0.0001,f_0.19,-20.0031,-1.6000,0.0001,15.8031,0,,
91.0000,-0.0009,f_0.20,-27.5049,-1.6000,0.0008,23.3049,0,,
91.0000,-0.0058,f_0.21,-35.0102,-1.6000,0.0045,30.8102,0,,
91.0000,-0.0136,f_0.22,-42.5290,-1.6000,0.0183,38.3290,0,,
91.0000,-0.0207,f_0.23,-50.0879,-1.6000,0.0620,45.8879,0,,
91.0000,-0.1501,f_0.24,-57.7488,-1.6000,0.1633,53.5488,0,,
91.1000,-0.1352,f_0.16,189.9319,-1.6000,12.0949,-194.1319,0,73.5000,50.8000
91.1000,2.5823,f_0.17,-4.9752,-1.6000,0.2582,0.7752,1,74.9000,53.5000
91.1000,0.0000,f_0.18,-12.5020,-1.6000,0.0000,8.3020,0,,
91.1000,-0.0001,f_0.19,-20.0031,-1.6000,0.0001,15.8031,0,,
91.1000,-0.0008,f_0.20,-27.5048,-1.6000,0.0008,23.3048,0,,
91.1000,-0.0031,f_0.21,-35.0098,-1.6000,0.0042,30.8098,0,,
91.1000,-0.0118,f_0.22,-42.5273,-1.6000,0.0171,38.3273,0,,
91.1000,-0.0588,f_0.23,-50.0823,-1.6000,0.0561,45.8823,0,,
91.1000,-0.0743,f_0.24,-57.7333,-1.6000,0.1559,53.5333,0,,
91.2000,0.0842,f_0.16,191.1422,-1.6000,12.1033,-195.3422,0,73.5000,50.8000
91.2000,2.3639,f_0.17,-4.9257,-1.6000,0.4946,0.7257,1,74.9000,53.5000
91.2000,0.2459,f_0.18,-12.4996,-1.6000,0.0246,8.2996,0,,
91.2000,-0.0001,f_0.19,-20.0031,-1.6000,0.0001,15.8031,0,,
91.2000,-0.0007,f_0.20,-27.5047,-1.6000,0.0007,23.3047,0,,
91.2000,-0.0034,f_0.21,-35.0094,-1.6000,0.0038,30.8094,0,,
91.2000,-0.0082,f_0.22,-42.5257,-1.6000,0.0163,38.3257,0,,
91.2000,-0.0463,f_0.23,-50.0771,-1.6000,0.0515,45.8771,0,,
91.2000,-0.0758,f_0.24,-57.7184,-1.6000,0.1483,53.5184,0,,
91.3000,-0.2819,f_0.16,192.3497,-1.6000,12.0751,-196.5497,0,73.5000,50.8000
91.3000,2.5575,f_0.17,-4.8507,-1.6000,0.7504,0.6507,1,74.9000,53.5000
91.3000,0.5130,f_0.18,-12.4920,-1.6000,0.0759,8.2920,0,,
91.3000,0.0242,f_0.19,-20.0028,-1.6000,0.0025,15.8028,0,,
91.3000,-0.0007,f_0.20,-27.5047,-1.6000,0.0006,23.3047,0,,
91.3000,-0.0016,f_0.21,-35.0090,-1.6000,0.0037,30.8090,0,,
91.3000,-0.0172,f_0.22,-42.5242,-1.6000,0.0145,38.3242,0,,
91.3000,-0.0137,f_0.23,-50.0721,-1.6000,0.0501,45.8721,0,,
91.3000,-0.1161,f_0.24,-57.7048,-1.6000,0.1367,53.5048,0,,
91.4000,1.0241,f_0.16,193.5675,-1.6000,12.1775,-197.7675,0,73.5000,50.8000
91.4000,2.2742,f_0.17,-4.7529,-1.6000,0.9778,0.5529,1,74.9000,53.5000
91.4000,0.8720,f_0.18,-12.4757,-1.6000,0.1631,8.2757,0,,
91.4000,0.0735,f_0.19,-20.0018,-1.6000,0.0098,15.8018,0,,
91.4000,0.0020,f_0.20,-27.5046,-1.6000,0.0008,23.3046,0,,
91.4000,-0.0032,f_0.21,-35.0087,-1.6000,0.0033,30.8087,0,,
91.4000,-0.0071,f_0.22,-42.5228,-1.6000,0.0138,38.3228,0,,
91.4000,-0.0491,f_0.23,-50.0676,-1.6000,0.0452,45.8676,0,,
91.4000,-0.1100,f_0.24,-57.6922,-1.6000,0.1257,53.4922,0,,
91.5000,-0.0708,f_0.16,194.7845,-1.6000,12.1704,-198.9845,0,73.5000,50.8000
91.5000,2.0080,f_0.17,-4.6350,-1.6000,1.1786,0.4350,1,74.9000,53.5000
91.5000,1.0878,f_0.18,-12.4485,-1.6000,0.2719,8.2485,0,,
91.5000,0.1463,f_0.19,-19.9994,-1.6000,0.0245,15.7994,0,,
91.5000,0.0086,f_0.20,-27.5044,-1.6000,0.0017,23.3044,0,,
91.5000,-0.0036,f_0.21,-35.0084,-1.6000,0.0030,30.8084,0,,
91.5000,-0.0100,f_0.22,-42.5215,-1.6000,0.0128,38.3215,0,,
91.5000,-0.0309,f_0.23,-50.0634,-1.6000,0.0421,45.8634,0,,
91.5000,-0.0419,f_0.24,-57.6800,-1.6000,0.1215,53.4800,0,,
91.6000,-0.5158,f_0.16,195.9964,-1.6000,12.1189,-200.1964,0,73.5000,50.8000
91.6000,2.3226,f_0.17,-4.4940,-1.6000,1.4108,0.2940,1,74.9000,53.5000
91.6000,1.4099,f_0.18,-12.4072,-1.6000,0.4129,8.2072,0,,
91.6000,0.2432,f_0.19,-19.9945,-1.6000,0.0488,15.7945,0,,
91.6000,0.0229,f_0.20,-27.5040,-1.6000,0.0040,23.3040,0,,
91.6000,-0.0005,f_0.21,-35.0081,-1.6000,0.0029,30.8081,0,,
91.6000,-0.0105,f_0.22,-42.5204,-1.6000,0.0118,38.3204,0,,
91.6000,-0.0140,f_0.23,-50.0593,-1.6000,0.0407,45.8593,0,,
91.6000,-0.0879,f_0.24,-57.6688,-1.6000,0.1127,53.4688,0,,
91.7000,-0.1215,f_0.16,197.2071,-1.6000,12.1067,-201.4071,0,73.5000,50.8000
91.7000,1.8317,f_0.17,-4.3346,-1.6000,1.5940,0.1346,1,74.9000,53.5000
91.7000,1.3158,f_0.18,-12.3527,-1.6000,0.5444,8.1527,0,,
91.7000,0.3406,f_0.19,-19.9862,-1.6000,0.0829,15.7862,0,,
91.7000,0.0421,f_0.20,-27.5032,-1.6000,0.0082,23.3032,0,,
91.7000,0.0014,f_0.21,-35.0078,-1.6000,0.0031,30.8078,0,,
91.7000,-0.0064,f_0.22,-42.5192,-1.6000,0.0111,38.3192,0,,
91.7000,-0.0303,f_0.23,-50.0555,-1.6000,0.0377,45.8555,0,,
91.7000,-0.0707,f_0.24,-57.6582,-1.6000,0.1056,53.4582,0,,
91.8000,0.8831,f_0.16,198.4266,-1.6000,12.1950,-202.6266,0,73.5000,50.8000
91.8000,1.8595,f_0.17,-4.1566,-1.6000,1.7800,-0.0434,0,74.9000,53.5000
91.8000,1.3344,f_0.18,-12.2849,-1.6000,0.6779,8.0849,1,91.8000,55.5000
91.8000,0.5709,f_0.19,-19.9722,-1.6000,0.1400,15.7722,0,,
91.8000,0.0723,f_0.20,-27.5017,-1.6000,0.0154,23.3017,0,,
91.8000,0.0048,f_0.21,-35.0075,-1.6000,0.0036,30.8075,0,,
91.8000,-0.0103,f_0.22,-42.5182,-1.6000,0.0101,38.3182,0,,
91.8000,-0.0311,f_0.23,-50.0521,-1.6000,0.0346,45.8521,0,,
91.8000,-0.0591,f_0.24,-57.6482,-1.6000,0.0997,53.4482,0,,
91.9000,-0.5810,f_0.16,199.6403,-1.6000,12.1369,-203.8403,0,73.5000,50.8000
91.9000,1.8925,f_0.17,-3.9596,-1.6000,1.9692,-0.2404,0,74.9000,53.5000
91.9000,1.6244,f_0.18,-12.2009,-1.6000,0.8403,8.0009,1,91.8000,55.5000
91.9000,0.6035,f_0.19,-19.9522,-1.6000,0.2003,15.7522,0,,
91.9000,0.1227,f_0.20,-27.4989,-1.6000,0.0277,23.2989,0,,
91.9000,0.0123,f_0.21,-35.0070,-1.6000,0.0048,30.8070,0,,
91.9000,-0.0050,f_0.22,-42.5173,-1.6000,0.0096,38.3173,0,,
91.9000,-0.0192,f_0.23,-50.0488,-1.6000,0.0327,45.8488,0,,
91.9000,-0.0527,f_0.24,-57.6388,-1.6000,0.0945,53.4388,0,,
92.0000,2.2321,f_0.17,-3.7404,-1.6000,2.1924,-0.4596,0,74.9000,53.5000
92.0000,1.4537,f_0.18,-12.1023,-1.6000,0.9857,7.9023,1,91.8000,55.5000
92.0000,0.7668,f_0.19,-19.9245,-1.6000,0.2770,15.7245,0,,
92.0000,0.1777,f_0.20,-27.4944,-1.6000,0.0454,23.2944,0,,
92.0000,0.0208,f_0.21,-35.0063,-1.6000,0.0069,30.8063,0,,
92.0000,-0.0038,f_0.22,-42.5163,-1.6000,0.0092,38.3163,0,,
92.0000,-0.0344,f_0.23,-50.0459,-1.6000,0.0292,45.8459,0,,
92.0000,-0.0810,f_0.24,-57.6301,-1.6000,0.0864,53.4301,0,,
92.1000,2.3656,f_0.17,-3.4975,-1.6000,2.4290,-0.7025,0,74.9000,53.5000
92.1000,1.5417,f_0.18,-11.9884,-1.6000,1.1399,7.7884,1,91.8000,55.5000
92.1000,1.0081,f_0.19,-19.8867,-1.6000,0.3778,15.6867,0,,
92.1000,0.2095,f_0.20,-27.4877,-1.6000,0.0664,23.2877,0,,
92.1000,0.0373,f_0.21,-35.0052,-1.6000,0.0106,30.8052,0,,
92.1000,-0.0044,f_0.22,-42.5155,-1.6000,0.0088,38.3155,0,,
92.1000,-0.0199,f_0.23,-50.0432,-1.6000,0.0272,45.8432,0,,
92.1000,-0.0619,f_0.24,-57.6221,-1.6000,0.0802,53.4221,0,,
92.2000,1.4054,f_0.17,-3.2405,-1.6000,2.5695,-0.9595,0,74.9000,53.5000
92.2000,2.2605,f_0.18,-11.8518,-1.6000,1.3659,7.6518,1,91.8000,55.5000
92.2000,0.9950,f_0.19,-19.8390,-1.6000,0.4773,15.6390,0,,
92.2000,0.3078,f_0.20,-27.4780,-1.6000,0.0972,23.2780,0,,
92.2000,0.0558,f_0.21,-35.0036,-1.6000,0.0162,30.8036,0,,
92.2000,0.0036,f_0.22,-42.5145,-1.6000,0.0092,38.3145,0,,
92.2000,-0.0097,f_0.23,-50.0405,-1.6000,0.0263,45.8405,0,,
92.2000,-0.0297,f_0.24,-57.6144,-1.6000,0.0772,53.4144,0,,
92.3000,1.3579,f_0.17,-2.9700,-1.6000,2.7053,-1.2300,0,74.9000,53.5000
92.3000,1.5531,f_0.18,-11.6996,-1.6000,1.5212,7.4996,1,91.8000,55.5000
92.3000,1.1962,f_0.19,-19.7793,-1.6000,0.5969,15.5793,0,,
92.3000,0.3817,f_0.20,-27.4645,-1.6000,0.1353,23.2645,0,,
92.3000,0.0804,f_0.21,-35.0012,-1.6000,0.0242,30.8012,0,,
92.3000,0.0029,f_0.22,-42.5136,-1.6000,0.0094,38.3136,0,,
92.3000,-0.0171,f_0.23,-50.0381,-1.6000,0.0245,45.8381,0,,
92.3000,-0.0673,f_0.24,-57.6074,-1.6000,0.0705,53.4074,0,,
92.4000,1.8240,f_0.17,-2.6812,-1.6000,2.8877,-1.5188,0,74.9000,53.5000
92.4000,1.1969,f_0.18,-11.5355,-1.6000,1.6409,7.3355,1,91.8000,55.5000
92.4000,1.2039,f_0.19,-19.7076,-1.6000,0.7173,15.5076,0,,
92.4000,0.6302,f_0.20,-27.4446,-1.6000,0.1984,23.2446,0,,
92.4000,0.1105,f_0.21,-34.9977,-1.6000,0.0353,30.7977,0,,
92.4000,0.0187,f_0.22,-42.5125,-1.6000,0.0113,38.3125,0,,
92.4000,-0.0218,f_0.23,-50.0359,-1.6000,0.0224,45.8359,0,,
92.4000,-0.0255,f_0.24,-57.6006,-1.6000,0.0679,53.4006,0,,
92.5000,2.5017,f_0.17,-2.3674,-1.6000,3.1379,-1.8326,0,74.9000,53.5000
92.5000,1.1815,f_0.18,-11.3596,-1.6000,1.7591,7.1596,1,91.8000,55.5000
92.5000,1.2068,f_0.19,-19.6238,-1.6000,0.8380,15.4238,0,,
92.5000,0.5136,f_0.20,-27.4197,-1.6000,0.2497,23.2197,0,,
92.5000,0.1456,f_0.21,-34.9927,-1.6000,0.0498,30.7927,0,,
92.5000,0.0209,f_0.22,-42.5111,-1.6000,0.0134,38.3111,0,,
92.5000,-0.0099,f_0.23,-50.0337,-1.6000,0.0214,45.8337,0,,
92.5000,-0.0461,f_0.24,-57.5942,-1.6000,0.0633,53.3942,0,,
